code	char	count	examples
0912	片	5	game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[2]: ファイル『保管記録の紙片』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R06KANKI.DAT[8]: 壊れている…片方は使用できそうだが…\n操作しても意味が無い{END} | game_dump\DATA\SCREVENT\MSG\R06KANKI.DAT[11]: 片方は壊れている…\nもう片方は操作できそうだ{END} | game_dump\DATA\SCREVENT\MSG\R30JIBA.DAT[0]: 作戦計画書に書かれていた装置がある\n…片方のスロットが空いている{END}
0913	編	8	game_dump\DATA\SCREVENT\MSG\EV043.DAT[10]: ４章１号編完\n続いて５章前半です{END} | game_dump\DATA\SCREVENT\MSG\EV052.DAT[1]: 第５章ブラック編　完{END} | game_dump\DATA\SCREVENT\MSG\EV058.DAT[14]: 第５章１号編　完{END} | game_dump\DATA\SCREVENT\MSG\EV059.DAT[10]: ５章１号編完\nキャラをチェンジしてください{END} | game_dump\DATA\SCREVENT\MSG\EV062.DAT[2]: 第５章アギト編　完{END}
0914	返	1	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[504]: 返事がない{END}
0915	保	7	game_dump\DATA\MEMCARD.DAT[6]: 設定を保存せずにゲームに戻りますか？{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[900]: 環境設定を保存中です\nメモリーカードを抜かないでください{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[901]: 環境設定の保存中が終了しました{END} | game_dump\DATA\SCREVENT\MSG\EV058.DAT[7]: だとすると、どこか別の場所に\n保管されているのか？{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[34]: ただ一度きりだが…あとは、\nこの装置が保つか、あいつが消滅するかだ…{END}
0917	墓	2	game_dump\DATA\SCREVENT\MSG\EV032.DAT[0]: ここまで来られた事はほめてやろう\nだが、ここがお前の墓場だ！{END} | game_dump\DATA\SCREVENT\MSG\EV081.DAT[8]: ここが貴様の墓場だ！{END}
0918	報	16	game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\MEMCARD.DAT[36]: システム設定ファイルに\nクリア情報のセーブを\n行いませんでした\n\nこのままゲームを終了しますか？{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[22]: 何をしている！報告せんか！{END} | game_dump\DATA\SCREVENT\MSG\FILE_HINT.DAT[2]: 「変電器の修理報告」\nとかかれたファイルを入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[3]: ファイル『変電器の修理報告』を\n入手した{END}
0919	崩	3	game_dump\DATA\SCREVENT\MSG\EV064.DAT[7]: フィールド崩壊まで…あと３分…\nただちに退避して下さい。…危険…危険…{END} | game_dump\DATA\SCREVENT\MSG\R02C.DAT[1]: 階段がサビて崩れ落ちている{END} | game_dump\DATA\SCREVENT\MSG\R02D.DAT[7]: 階段がサビて崩れ落ちている{END}
091A	放	2	game_dump\DATA\SCREVENT\MSG\R17JAMPER.DAT[2]: 今は安全装置が働いているようだ\nしばらく放置しておくしかない……{END} | game_dump\DATA\SCREVENT\MSG\R17JAMPER.DAT[11]: 放電が止んでいる……\n修理することができそうだ{END}
091B	方	10	game_dump\DATA\SCREVENT\MSG\EV093.DAT[14]: 奴に実体を持たせない方法はただ１つ{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[10]: 助ける方法は無いんですか！？{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[16]: もしそうなら、我々にはもう方法が…\nない…{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[21]: しかし！あの状態の博土と\n話をする方法があるのか…{END} | game_dump\DATA\SCREVENT\MSG\EV109.DAT[6]: 争う運命は、どちらか一方が\nそれを受け入れたとき…{END}
091C	法	4	game_dump\DATA\SCREVENT\MSG\EV093.DAT[14]: 奴に実体を持たせない方法はただ１つ{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[10]: 助ける方法は無いんですか！？{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[16]: もしそうなら、我々にはもう方法が…\nない…{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[21]: しかし！あの状態の博土と\n話をする方法があるのか…{END}
091D	望	5	game_dump\DATA\SCREVENT\MSG\EV002.DAT[5]: ドクガンダー、何度再生しようと\nお前たちの野望はオレが打ち砕く！{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[7]: 唯一の望みは…俺が…{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[24]: お前の望みは何ひとつ葉わない！{END} | game_dump\DATA\SCREVENT\MSG\EV079.DAT[11]: 時空を越えてまで望むものは何だ！{END} | game_dump\DATA\SCREVENT\MSG\EV094.DAT[0]: …邪眼…貴様の野望もここまでだ{END}
091F	防	3	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[30]: 防壁が下りている{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[57]: 今、時空攻防戦の火蓋が\n切って落とされた！{END} | game_dump\DATA\SCREVENT\MSG\R18C.DAT[1]: 防壁を動かす装置のようだが…{END}
0920	僕	5	game_dump\DATA\SCREVENT\MSG\EV044.DAT[4]: 僕の名は仮面ライダーＢＬＡＣＫ！{END} | game_dump\DATA\SCREVENT\MSG\EV047.DAT[0]: こちらは１９８８年！\n僕の名は仮面ライダーＢＬＡＣＫ！{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[3]: 僕の時代はすでに変わっているはず{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[49]: 僕らは１人きりな訳じゃない{END} | game_dump\DATA\SCREVENT\MSG\EV109.DAT[8]: 信彦…それでも…\nそれでも僕は運命を変えてみせる！{END}
0922	本	15	game_dump\DATA\SCREVENT\MSG\EV002.DAT[4]: 仮面ライダー、今に我々の\n本当の力を思い知らせてやる{END} | game_dump\DATA\SCREVENT\MSG\EV047.DAT[1]: 本郷先輩。こちら１９７４年です{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[30]: 私も見た。…本郷先輩、あれは{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[29]: 本郷、大丈夫か！？{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[35]: 本郷！{END}
0923	魔	12	game_dump\DATA\SCREVENT\MSG\EV035.DAT[0]: 仮面ライダー！！\nこれ以上、我々の邪魔はさせん！{END} | game_dump\DATA\SCREVENT\MSG\EV041.DAT[1]: 邪魔者、仮面ライダー！{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[17]: …我が計画を邪魔するのは\n貴様らか…{END} | game_dump\DATA\SCREVENT\MSG\EV053.DAT[4]: これが邪魔な人間どもを消し去る…\nいわば駆除装置だ{END} | game_dump\DATA\SCREVENT\MSG\EV057.DAT[3]: 貴様も邪魔しに来たか…死ね！{END}
0924	埋	4	game_dump\DATA\MENU\ITEM_MSG.DAT[29]: 『ＩＣチップカード』\nＩＣチップが埋め込まれた\n特殊なカード{END} | game_dump\DATA\SCREVENT\MSG\EV072.DAT[10]: 身体に埋め込まれたキングストーンを\n奪うのだ…{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[47]: 壊れたカプセルの下に何か埋まっている……{END} | game_dump\DATA\SCREVENT\MSG\R15C.DAT[0]: 埋まっている…\nもう通ることはできない{END}
0926	抹	1	game_dump\DATA\SCREVENT\MSG\EV049.DAT[0]: よくも…だがまもなく\n人間どもを抹殺するガスが散布される…{END}
0927	万	3	game_dump\DATA\SCREVENT\MSG\EV091.DAT[12]: …ここにいるのは５万年前の世紀王\n奴は新たな創世王になろうとしている{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[20]: お前は邪眼…いや５万年前の世紀王！\n…その肉体…一体どこから！？{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[1]: その邪眼が、５万年前の世紀王だと{END}
0928	満	3	game_dump\DATA\MENU\ITEM_MSG.DAT[1000]: 体力は満タンです{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[1001]: エネルギーは満タンです{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[18]: もうじきその中は改造人間の肉体組織を\n破壊するアンドロガスで満たされる{END}
0929	味	3	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[35]: 扉の向こうから不気味な声が聞こえる{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[7]: うむ…皆の時代に不気味な生物の入った\nカプセルは無かったか？{END} | game_dump\DATA\SCREVENT\MSG\R06KANKI.DAT[8]: 壊れている…片方は使用できそうだが…\n操作しても意味が無い{END}
092A	未	11	game_dump\DATA\SCREVENT\MSG\EV042.DAT[8]: それにこの計画はお前の手の届かない\n未来でも進められているのよ{END} | game_dump\DATA\SCREVENT\MSG\EV043.DAT[1]: これは…未来からの通信！？{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[21]: 奴を…邪眼を止めないと人頬の\n未来が変わる…消滅してしまう！{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[36]: …いいんだよ…私はこの装置を通して\n見たんだ…自分の未来を…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[47]: 私の過ちから出来たこの空間が、\n人頬の未来を歪ませてしまうのなら…{END}
092B	密	1	game_dump\DATA\MENU\FIELD_NAME.DAT[31]: 気密室（作業員室）{END}
092C	妙	6	game_dump\DATA\SCREVENT\MSG\EV038.DAT[0]: …妙だな{END} | game_dump\DATA\SCREVENT\MSG\EV058.DAT[4]: …妙だ{END} | game_dump\DATA\SCREVENT\MSG\R18A.DAT[0]: 奇妙な装置だ…\n狼のマークがかかれている{END} | game_dump\DATA\SCREVENT\MSG\R18B.DAT[0]: 奇妙な装置だ\n大きなガスボンベのように見えるが…{END} | game_dump\DATA\SCREVENT\MSG\R18C.DAT[0]: 奇妙な装置だ\nボンベから太いパイプがのびている…{END}
092D	夢	2	game_dump\DATA\SCREVENT\MSG\EV084.DAT[1]: …わしの…わしの…夢…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[14]: …私は、どうしても研究を…\n夢を実現したかった…{END}
092E	無	164	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[34]: 反応が無い…どうやら開かないようだ{END} | game_dump\DATA\SCREVENT\MSG\EV035.DAT[2]: お前たちの計画に必要な\nコバルト爆弾はもう無い！{END} | game_dump\DATA\SCREVENT\MSG\EV035.DAT[5]: だが、お前がそれを知る必要は無い…{END} | game_dump\DATA\SCREVENT\MSG\EV038.DAT[1]: …人の気配が無さ過ぎる{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[20]: …お前はそこで溶けて無くなるのだ！{END}
092F	名	9	game_dump\DATA\SCREVENT\MSG\EV018.DAT[3]: は！ハハハハ！これは驚いた\n奇遇だな我が輩の名も…ブラック！{END} | game_dump\DATA\SCREVENT\MSG\EV018.DAT[5]: まさか仮面ライダーにも我が輩と\n同じ名を持つ者がいるとは…{END} | game_dump\DATA\SCREVENT\MSG\EV018.DAT[7]: この世にブラックの名を持つ者は\n１人で十分だ！{END} | game_dump\DATA\SCREVENT\MSG\EV044.DAT[4]: 僕の名は仮面ライダーＢＬＡＣＫ！{END} | game_dump\DATA\SCREVENT\MSG\EV047.DAT[0]: こちらは１９８８年！\n僕の名は仮面ライダーＢＬＡＣＫ！{END}
0930	命	13	game_dump\DATA\SCREVENT\MSG\EV024.DAT[3]: 博土の研究は、遺伝子の合成に\nよる究極の人工生命体の生成…{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[4]: 究極の生命体…{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[23]: その「力」…その「命」\nあとわずかと思え…{END} | game_dump\DATA\SCREVENT\MSG\EV088.DAT[6]: …つかの間の命…好きにするがよい…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[35]: ！しかし、そんな事をしたら\n装置が…博土の命が！{END}
0931	明	4	game_dump\DATA\MENU\CONFIG_MSG.DAT[700]: 画面の明るさ調整を行います{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[701]: 各色調がはっきりと映るように\nテレビの明るさ調整をしてください{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[13]: ファイル『換気システムの説明書』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R06A.DAT[17]: ファイル『換気システムの説明書』を\n入手した{END}
0932	滅	10	game_dump\DATA\SCREVENT\MSG\EV084.DAT[11]: 人頬は…我の復活と共に滅ぶがいい…{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[21]: …我を止めることなど、お前たちには\n不可能…滅べ{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[4]: 邪眼は創世王になったら、\n人頬を滅ぼすつもりです！{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[18]: それで全時代のカプセルが\n消滅するはずだ{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[20]: 皆は、自分の時代のカプセルが\n消滅するか確認してくれ{END}
0933	面	49	game_dump\DATA\MENU\CONFIG_MSG.DAT[700]: 画面の明るさ調整を行います{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[4]: 仮面ライダー、今に我々の\n本当の力を思い知らせてやる{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[5]: 仮面ライダー！この時代にも\n仮面ライダーがいるのか！？{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[6]: 仮面ライダー？この時代？{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[14]: 死ね！仮面ライダー！{END}
0934	模	2	game_dump\DATA\SCREVENT\MSG\EV061.DAT[1]: この模型は…基地？…{END} | game_dump\DATA\SCREVENT\MSG\R22D.DAT[6]: 何かの模型がある…{END}
0935	目	13	game_dump\DATA\SCREVENT\MSG\EV048.DAT[33]: 何か手はあるはず、まずは目の前の敵\n全時代の計画を潰すのが先決だ{END} | game_dump\DATA\SCREVENT\MSG\EV074.DAT[3]: 奴は…あの巨大な目はいったい…何者だ！{END} | game_dump\DATA\SCREVENT\MSG\EV084.DAT[4]: この時代に出現した\n闇の力により…我は目覚めた…{END} | game_dump\DATA\SCREVENT\MSG\EV089.DAT[4]: 長き時を経て、我は目覚めた…{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[2]: そうです。邪眼は世紀王から、闇の\n支配者…創世王になるのが目的なんです{END}
0936	戻	18	game_dump\DATA\MEMCARD.DAT[6]: 設定を保存せずにゲームに戻りますか？{END} | game_dump\DATA\MEMCARD.DAT[38]: このままタイトルに戻りますか？{END} | game_dump\DATA\MEMCARD.DAT[39]: このままゲームに戻りますか？{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[800]: すべての環境を初期設定に戻します{END} | game_dump\DATA\SCREVENT\MSG\EV074.DAT[13]: 本郷！こいつは俺にまかせろ！\nお前は戻ってビールスを！{END}
0937	貫	2	game_dump\DATA\SCREVENT\MSG\EV070.DAT[4]: …その為にも、お前のその「力」…\nまもなく貫い受けるぞ…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[9]: 出来れば、博土にも悪の組織と\n手を切って貫いたかった…{END}
0938	紋	1	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[37]: 音声入力装置がついている\n声紋を判定する装置のようだ{END}
0939	野	2	game_dump\DATA\SCREVENT\MSG\EV002.DAT[5]: ドクガンダー、何度再生しようと\nお前たちの野望はオレが打ち砕く！{END} | game_dump\DATA\SCREVENT\MSG\EV094.DAT[0]: …邪眼…貴様の野望もここまでだ{END}
093A	役	40	game_dump\DATA\SCREVENT\MSG\EV108.DAT[8]: そして分かったんです\nアギトの力を持つ俺の役目…{END} | game_dump\DATA\SCREVENT\MSG\R01A.DAT[6]: 役には立ちそうにない{END} | game_dump\DATA\SCREVENT\MSG\R01B.DAT[6]: 役には立ちそうにない{END} | game_dump\DATA\SCREVENT\MSG\R01C.DAT[6]: 役には立ちそうにない{END} | game_dump\DATA\SCREVENT\MSG\R01D.DAT[6]: 役には立ちそうにない{END}
093B	約	2	game_dump\DATA\SCREVENT\MSG\FILE_HINT.DAT[3]: 「送電ラインの変更規約」\nとかかれたファイルを入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[4]: ファイル『送電ラインの変更規約』を\n入手した{END}
093C	唯	1	game_dump\DATA\SCREVENT\MSG\EV024.DAT[7]: 唯一の望みは…俺が…{END}
093F	融	2	game_dump\DATA\SCREVENT\MSG\EV096.DAT[43]: 私の研究…人工生命体との融合は人頬を\n助け進化させてゆくためのものだった…{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[24]: ファイル『遺伝子融合実験の記録』を\n入手した{END}
0940	予	7	game_dump\DATA\SCREVENT\MSG\EV015.DAT[2]: 悪い予感がする\nこの廃塵には何かある{END} | game_dump\DATA\SCREVENT\MSG\R01D.DAT[16]: 何かの予定が書かれている{END} | game_dump\DATA\SCREVENT\MSG\R08A.DAT[0]: 作業予定などが書かれている{END} | game_dump\DATA\SCREVENT\MSG\R08B.DAT[0]: 作業予定などが書かれている{END} | game_dump\DATA\SCREVENT\MSG\R08C.DAT[0]: 作業予定などが書かれている{END}
0942	容	10	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[37]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\n\n３０５ＫＢ以上の空き容量のある\nメモリーカード（ＰＳ２）を\nメモリーカード差込口１へと\n差してください{END} | game_dump\DATA\SCREVENT\MSG\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\SCREVENT\MSG\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END}
0943	様	28	game_dump\DATA\SCREVENT\MSG\EV018.DAT[1]: よくぞここまで来た\n貴様、…何者だ{END} | game_dump\DATA\SCREVENT\MSG\EV018.DAT[6]: 貴様がどんな奴かは知らんが{END} | game_dump\DATA\SCREVENT\MSG\EV019.DAT[2]: 貴様も溶けてしまえ！{END} | game_dump\DATA\SCREVENT\MSG\EV038.DAT[3]: …様子がおかしい…！？{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[17]: …我が計画を邪魔するのは\n貴様らか…{END}
0944	溶	3	game_dump\DATA\SCREVENT\MSG\EV019.DAT[2]: 貴様も溶けてしまえ！{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[20]: …お前はそこで溶けて無くなるのだ！{END} | game_dump\DATA\SCREVENT\MSG\R20B.DAT[0]: 溶岩が道をふさいでいる{END}
0945	用	80	game_dump\DATA\MENU\CONFIG_MSG.DAT[601]: バイブレーション機能を使用します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[602]: バイブレーション機能を使用しません{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[2]: 『発電所ＩＤカードＬＶ２』\n燃料など危険物を貯歳している\n部屋用のカード{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[3]: 『発電所ＩＤカードＬＶ１』\n発電所内の通路を使用する為の\nＩＤカード{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[4]: 『エレベーター起動キー』\nエレベーターを動かすのに使用する\nカード式の鍵{END}
0946	要	49	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[12]: データが破損しています\n\nセーブするためには\n新たにシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[11]: パソコンの操作が必要なようだ…{END}
0947	遥	1	game_dump\DATA\SCREVENT\MSG\EV074.DAT[4]: 遥かなる時を越え蘇った…\n闇の支配者…{END}
0948	養	6	game_dump\DATA\MEMCARD.DAT[3030]: ？？？　培養装置室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[30]: ？？？　培養装置室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1310]: ？？？　培養装置室{END} | game_dump\DATA\SCREVENT\MSG\EV079.DAT[14]: お前と同時に出現したあの培養装置…！{END} | game_dump\DATA\SCREVENT\MSG\EV098.DAT[0]: …培養プログラム…コンプリート…\nコンプリート…蘇生開始します{END}
0949	来	36	game_dump\DATA\SCREVENT\MSG\EV007.DAT[13]: 我々の世界が到来するのだ！{END} | game_dump\DATA\SCREVENT\MSG\EV018.DAT[1]: よくぞここまで来た\n貴様、…何者だ{END} | game_dump\DATA\SCREVENT\MSG\EV022.DAT[3]: …やがて来る闇の世界の住人なのだ{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[6]: 来るのが遅かった…{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[9]: …俺は博土を助ける為にここへ来た…\nお前に協力する為ではない…{END}
094A	頼	5	game_dump\DATA\SCREVENT\MSG\EV056.DAT[36]: 俺は大丈夫だ。それよりも\n作業員を…彼等を頼む！{END} | game_dump\DATA\SCREVENT\MSG\EV058.DAT[13]: 頼む{END} | game_dump\DATA\SCREVENT\MSG\EV075.DAT[2]: 本郷。…後は頼んだぞ{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[39]: さあ、この装置を起動させてくれ\n…君にしか出来ない…頼む、結城…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[49]: 後は…頼…む…丈二…{END}
094B	絡	2	game_dump\DATA\SCREVENT\MSG\EV095.DAT[2]: ＢＬＡＣＫから…１９８８年からの\n連絡が無い{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[8]: 俺は、博土のもとを離れたあとも\n連絡だけは取っていた…{END}
094C	落	11	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[27]: …落盤でふさがれている\nこの先は行くことができない{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[28]: …床が落ちている\n闇の奥にわずかな光がみえる…{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[57]: 今、時空攻防戦の火蓋が\n切って落とされた！{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[22]: またここで落ち合おう{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[46]: 足元に何か落ちている……{END}
094D	乱	7	game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[7]: ファイル『乱数表』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R07PC.DAT[7]: ファイル『乱数表』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R17A.DAT[2]: 書頬が乱雑につまれている{END} | game_dump\DATA\SCREVENT\MSG\R17B.DAT[2]: 書頬が乱雑につまれている{END} | game_dump\DATA\SCREVENT\MSG\R17C.DAT[2]: 書頬が乱雑につまれている{END}
094E	利	3	game_dump\DATA\SCREVENT\MSG\EV048.DAT[37]: もしかすると俺たちも\nこの空間を利用できるかも知れない{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[46]: これを利用すれば{END} | game_dump\DATA\SCREVENT\MSG\EV110.DAT[6]: そして悪は、その心に付け込み利用する\n私はそいつらと戦う！{END}
094F	理	14	game_dump\DATA\SCREVENT\MSG\EV042.DAT[4]: 間もなくやって来る理想の世界{END} | game_dump\DATA\SCREVENT\MSG\FILE_HINT.DAT[1]: 「ドア管理マニュアル」\nとかかれたファイルを入手した{END} | game_dump\DATA\SCREVENT\MSG\FILE_HINT.DAT[2]: 「変電器の修理報告」\nとかかれたファイルを入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[3]: ファイル『変電器の修理報告』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[11]: ファイル『研究結果テープの整理』を\n入手した{END}
0950	裏	1	game_dump\DATA\MENU\ITEM_MSG.DAT[30]: 『データスティック』\nデータを記録する為のものだ\n裏に「所長用」とかかれている{END}
0A00	離	3	game_dump\DATA\SCREVENT\MSG\EV048.DAT[36]: …隔離された空間、時間軸…そうか！{END} | game_dump\DATA\SCREVENT\MSG\EV074.DAT[8]: この場所は、間もなく我々の世界から\n切り離される{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[8]: 俺は、博土のもとを離れたあとも\n連絡だけは取っていた…{END}
0A01	立	41	game_dump\DATA\SCREVENT\MSG\EV048.DAT[6]: そうか！ここは孤立した変異空間なんだ{END} | game_dump\DATA\SCREVENT\MSG\R01A.DAT[6]: 役には立ちそうにない{END} | game_dump\DATA\SCREVENT\MSG\R01B.DAT[6]: 役には立ちそうにない{END} | game_dump\DATA\SCREVENT\MSG\R01C.DAT[6]: 役には立ちそうにない{END} | game_dump\DATA\SCREVENT\MSG\R01D.DAT[6]: 役には立ちそうにない{END}
0A02	流	1	game_dump\DATA\SCREVENT\MSG\EV048.DAT[7]: 多分間違いない。ここでは外界とは\n違う時間が流れている…{END}
0A04	令	4	game_dump\DATA\MEMCARD.DAT[3023]: アジト　司令室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[23]: アジト　司令室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1240]: アジト　司令室{END} | game_dump\DATA\SCREVENT\MSG\MEMCARD.DAT[3023]: アジト　司令室{END}
0A05	冷	4	game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[1]: 「ガイドシステムに従って\n貯水の冷却を行ってください」{END} | game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[2]: 「冷却システムを起動しますか？」{END} | game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[5]: 「貯水の冷却を開始します」{END} | game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[6]: 貯水の冷却処理を行っている\nしばらく時間がかかりそうだ{END}
0A06	歴	3	game_dump\DATA\SCREVENT\MSG\EV007.DAT[12]: どれか１つの時代でも計画が成功すれば\n歴史は塗り変わる！{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[0]: 我々全員の時代に計画があって、どれか\n一つでも成功すると歴史が変わるって…{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[55]: それぞれの時代で計画を企て人頬の\n歴史を塗り替えようともくろむ{END}
0A08	連	2	game_dump\DATA\SCREVENT\MSG\EV095.DAT[2]: ＢＬＡＣＫから…１９８８年からの\n連絡が無い{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[8]: 俺は、博土のもとを離れたあとも\n連絡だけは取っていた…{END}
